image_id,object_count
0000276_02801_d_0000521,41
0000276_03001_d_0000522,39
0000276_03201_d_0000523,62
0000276_03401_d_0000524,66
0000276_03601_d_0000525,48
0000276_03801_d_0000526,65
0000276_04001_d_0000527,54
0000276_04201_d_0000528,60
0000276_04401_d_0000529,40
0000276_04601_d_0000530,10
0000276_04801_d_0000531,10
0000276_05001_d_0000532,7
0000276_05201_d_0000533,6
0000276_05601_d_0000535,10
0000276_05801_d_0000536,7
0000276_06001_d_0000537,14
0000277_00001_d_0000539,102
0000277_00201_d_0000540,87
0000277_00401_d_0000541,123
0000277_01401_d_0000546,87
0000277_01601_d_0000547,84
0000277_01801_d_0000548,104
0000277_02001_d_0000549,83
0000277_02201_d_0000550,69
0000277_02401_d_0000551,92
0000277_02601_d_0000552,122
0000277_03201_d_0000554,85
0000277_03401_d_0000555,107
0000277_03601_d_0000556,66
0000277_04001_d_0000558,78
0000277_04201_d_0000559,68
0000277_04401_d_0000560,71
0000277_04601_d_0000561,96
0000277_05001_d_0000562,98
0000280_00001_d_0000612,88
0000280_00201_d_0000613,47
0000280_00401_d_0000614,61
0000280_00601_d_0000615,80
0000280_00801_d_0000616,74
0000280_01001_d_0000617,128
0000280_01201_d_0000618,135
0000280_01401_d_0000619,111
0000280_01601_d_0000620,104
0000280_01801_d_0000621,96
0000280_02001_d_0000622,68
0000280_02201_d_0000623,88
0000280_02401_d_0000624,94
0000280_02601_d_0000625,82
0000280_02801_d_0000626,56
0000280_03001_d_0000627,91
0000280_03201_d_0000628,83
0000280_03401_d_0000629,84
0000283_00401_d_0000676,7
0000283_00601_d_0000677,9
0000283_00801_d_0000678,8
0000283_01001_d_0000679,5
0000287_00001_d_0000759,55
0000287_00201_d_0000760,54
0000287_00401_d_0000761,55
0000287_00601_d_0000762,94
0000287_00801_d_0000763,58
0000287_01001_d_0000764,71
0000287_01201_d_0000765,70
0000287_01401_d_0000766,69
0000287_01601_d_0000767,77
0000287_01801_d_0000768,58
0000287_02001_d_0000769,45
0000287_02201_d_0000770,31
0000287_02401_d_0000771,18
0000287_02601_d_0000772,44
0000287_02801_d_0000773,60
0000287_03001_d_0000774,18
0000287_03401_d_0000776,56
0000287_04601_d_0000780,90
0000287_04801_d_0000781,53
0000287_05001_d_0000782,62
0000289_00001_d_0000811,43
0000289_00201_d_0000812,46
0000289_00401_d_0000813,53
0000289_00601_d_0000814,43
0000289_00801_d_0000815,39
0000289_01001_d_0000816,33
0000289_01201_d_0000817,44
0000289_01401_d_0000818,39
0000289_01601_d_0000819,44
0000289_02001_d_0000821,43
0000289_02201_d_0000822,29
0000289_02401_d_0000823,52
0000289_02601_d_0000824,59
0000289_03001_d_0000826,62
0000289_03201_d_0000827,82
0000289_03401_d_0000828,60
0000289_03601_d_0000829,77
0000289_03801_d_0000830,102
0000289_04001_d_0000831,82
0000289_04201_d_0000832,90
0000289_04401_d_0000833,103
0000289_04601_d_0000834,98
0000289_04801_d_0000835,71
0000289_05001_d_0000836,71
0000289_05201_d_0000837,81
0000289_05401_d_0000838,83
0000289_05601_d_0000839,107
0000289_05801_d_0000840,78
0000289_06001_d_0000841,80
0000289_06201_d_0000842,79
0000289_06401_d_0000843,81
0000289_06601_d_0000844,88
0000289_06801_d_0000845,100
0000289_07001_d_0000846,74
0000289_07201_d_0000847,40
0000290_04001_d_0000867,79
0000291_00001_d_0000868,182
0000291_00201_d_0000869,122
0000291_00401_d_0000870,168
0000291_00601_d_0000871,124
0000291_01001_d_0000873,161
0000291_01201_d_0000874,213
0000291_01401_d_0000875,157
0000291_01601_d_0000876,88
0000291_01801_d_0000877,115
0000291_02001_d_0000878,175
0000291_02201_d_0000879,150
0000291_02601_d_0000881,178
0000291_03201_d_0000884,241
0000291_03401_d_0000885,188
0000291_03601_d_0000886,115
0000291_03801_d_0000887,191
0000291_04001_d_0000888,112
0000291_04201_d_0000889,111
0000291_04401_d_0000890,127
0000291_05001_d_0000892,137
0000291_05201_d_0000893,211
0000293_03601_d_0000940,119
0000295_00000_d_0000021,139
0000295_00200_d_0000022,83
0000295_00600_d_0000024,202
0000295_00800_d_0000025,153
0000295_01000_d_0000026,257
0000295_01200_d_0000027,222
0000295_01400_d_0000028,216
0000295_01600_d_0000029,143
0000295_01800_d_0000030,319
0000295_02000_d_0000031,341
0000295_02200_d_0000032,204
0000295_02400_d_0000033,330
0000295_02900_d_0000034,214
0000296_00601_d_0000038,92
0000296_01001_d_0000040,186
0000300_03201_d_0000154,68
0000301_00001_d_0000156,103
0000301_00201_d_0000157,91
0000301_01001_d_0000161,66
0000301_01201_d_0000162,66
0000303_03401_d_0000200,83
0000308_04401_d_0000327,104
0000312_00001_d_0000414,112
0000312_00201_d_0000415,108
0000312_00601_d_0000417,59
0000312_01001_d_0000419,81
0000312_01201_d_0000420,82
0000312_02201_d_0000425,78
0000312_02401_d_0000426,81
0000312_04201_d_0000435,81
0000313_06401_d_0000468,97
0000313_06601_d_0000469,174
0000313_07001_d_0000471,5
0000315_01601_d_0000509,104
0000316_00001_d_0000519,73
0000316_00201_d_0000520,59
0000316_00401_d_0000521,23
0000316_00601_d_0000522,39
0000316_00801_d_0000523,37
0000316_01001_d_0000524,23
0000316_01201_d_0000525,47
0000316_01401_d_0000526,34
0000316_01601_d_0000527,29
0000316_01801_d_0000528,11
0000316_02001_d_0000529,9
0000316_02201_d_0000530,7
0000323_02601_d_0000645,94
0000327_00001_d_0000711,70
0000327_00201_d_0000712,61
0000327_00401_d_0000713,70
0000327_00601_d_0000714,85
0000327_00801_d_0000715,84
0000327_01001_d_0000716,83
0000327_01201_d_0000717,70
0000327_01401_d_0000718,94
0000327_01801_d_0000720,62
0000327_02601_d_0000724,57
0000327_02801_d_0000725,73
0000327_03001_d_0000726,78
0000327_03201_d_0000727,113
0000327_03401_d_0000728,79
0000327_03601_d_0000729,64
0000327_03801_d_0000730,108
0000327_04001_d_0000731,137
0000327_04201_d_0000732,111
0000330_00001_d_0000800,84
0000330_00201_d_0000801,132
0000330_00401_d_0000802,117
0000330_00601_d_0000803,95
0000330_00801_d_0000804,94
0000330_01001_d_0000805,94
0000330_01201_d_0000806,118
0000330_01401_d_0000807,162
0000330_01601_d_0000808,101
0000330_01801_d_0000809,64
0000330_02001_d_0000810,59
0000330_02201_d_0000811,44
0000330_02801_d_0000814,45
0000330_03001_d_0000815,45
0000330_03201_d_0000816,69
0000330_04001_d_0000820,39
0000330_04201_d_0000821,166
0000330_04401_d_0000822,38
0000330_04601_d_0000823,62
0000333_00001_d_0000001,71
0000333_01765_d_0000010,122
0000333_01961_d_0000011,65
0000333_02157_d_0000012,68
0000333_02353_d_0000013,72
0000333_02549_d_0000014,92
0000333_02745_d_0000015,52
0000333_02941_d_0000016,44
0000333_03137_d_0000017,40
0000333_03333_d_0000018,62
0000333_03529_d_0000019,96
0000333_03725_d_0000020,83
0000335_00001_d_0000043,41
0000335_00197_d_0000044,37
0000335_00393_d_0000045,34
0000335_00589_d_0000046,21
0000335_00785_d_0000047,34
0000335_00981_d_0000048,79
0000335_01765_d_0000052,61
0000335_01961_d_0000053,69
0000335_02353_d_0000055,84
0000335_02549_d_0000056,91
0000335_02745_d_0000057,100
0000335_03137_d_0000059,104
0000335_03333_d_0000060,40
0000335_03725_d_0000062,27
0000335_03921_d_0000063,44
0000335_04117_d_0000064,28
0000335_04313_d_0000065,38
0000335_05097_d_0000069,20
0000335_05685_d_0000072,15
0000335_06469_d_0000076,8
0000335_06665_d_0000077,21
0000335_06861_d_0000078,24
0000342_00393_d_0000244,141
0000345_07057_d_0000345,108
0000346_00001_d_0000346,86
0000346_01961_d_0000356,72
0000346_02549_d_0000359,61
0000346_03921_d_0000366,50
0000346_07057_d_0000382,87
0000348_00589_d_0000409,35
0000348_03333_d_0000423,15
0000356_00589_d_0000632,124
0000356_01177_d_0000635,98
0000356_01569_d_0000637,110
0000356_01765_d_0000638,101
0000356_01961_d_0000639,111
0000356_02157_d_0000640,57
0000356_02353_d_0000641,111
0000356_02745_d_0000643,101
0000356_02941_d_0000644,114
0000356_03333_d_0000646,85
0000356_03529_d_0000647,87
0000356_03725_d_0000648,104
0000356_03921_d_0000649,77
0000356_04117_d_0000650,97
0000356_04313_d_0000651,104
0000356_04705_d_0000653,77
0000356_04901_d_0000654,106
0000356_05097_d_0000655,121
0000358_03333_d_0000697,99
0000359_00393_d_0000701,43
0000359_00589_d_0000702,40
0000359_00785_d_0000703,32
0000359_00981_d_0000704,47
0000359_01177_d_0000705,61
0000359_01373_d_0000706,12
0000359_01961_d_0000707,18
0000359_02353_d_0000708,33
0000359_02549_d_0000709,21
0000359_03333_d_0000711,14
0000359_03529_d_0000712,16
0000360_00001_d_0000713,80
0000360_00197_d_0000714,79
0000360_00393_d_0000715,79
0000360_00589_d_0000716,60
0000360_00785_d_0000717,59
0000360_00981_d_0000718,68
0000360_02353_d_0000725,77
0000360_02745_d_0000727,82
0000360_02941_d_0000728,45
0000360_03137_d_0000729,56
0000360_03333_d_0000730,56
0000360_03529_d_0000731,31
0000360_03921_d_0000733,52
0000360_04117_d_0000734,18
0000360_04705_d_0000737,9
0000360_05293_d_0000740,70
0000360_05685_d_0000742,60
0000360_06273_d_0000745,22
0000360_06665_d_0000747,48
0000360_06861_d_0000748,25
0000360_07057_d_0000749,16
0000360_07253_d_0000750,28
0000360_07645_d_0000752,16
0000364_00589_d_0000798,66
0000364_01177_d_0000799,84
0000364_01373_d_0000780,74
0000364_01569_d_0000781,106
0000364_01765_d_0000782,86
